logFC	AveExpr	t	P.Value	adj.P.Val
HSPB6	-19.1053164545209	4.32192545555556	-6.48502871716901	7.50562928693397e-09	1.80685515700791e-06
FRMD6	-27.4546620286107	10.9880477152334	-6.47911526114622	7.69889908334829e-09	1.82899503881386e-06
CDC42EP5	-13.8586843695756	6.05622769506173	-6.45957648826166	8.37322435255477e-09	1.96335799591398e-06
RGMB	-23.4656983333183	11.6249432277778	-6.42759816799685	9.6052873092577e-09	2.22337772267497e-06
HOXA5	-14.7628646833768	8.66084150765432	-6.41944705686043	9.94704752595932e-09	2.2733410516607e-06
FLRT3	-15.7314342447893	5.00063906296296	-6.41004763787354	1.03561194214167e-08	2.33724670192099e-06
ATP1B2	-4.70251143691708	1.23069652592593	-6.3992039584921	1.08487785148972e-08	2.41820612452431e-06
ITGA8	-5.48611443499775	1.65922762716049	-6.36470240450285	1.25759014534783e-08	2.76899878954331e-06
OAF	-12.6607885216862	6.33142200782691	-6.34484318646744	1.36907201046538e-08	2.97814399384968e-06
ELK3	-20.3233080795322	12.8467195987654	-6.33710209793231	1.41512992858028e-08	3.03164539917537e-06
EPHA3	-15.5239747367476	2.92656399419753	-6.33510660320249	1.42724928789757e-08	3.03164539917537e-06
PDE7B	-11.8415061680327	1.75254055156259	-6.32074389006589	1.51756287995235e-08	3.18599974389996e-06
GNG7	-3.94391605906433	1.14112005679012	-6.31770400702703	1.53739119102642e-08	3.19052850045769e-06
MMP2	-138.998791996827	55.8668953694647	-6.31151369896776	1.57856496255407e-08	3.23874890896746e-06
DACT3	-6.24995134592174	3.25417328573854	-6.30732116015273	1.60706887615765e-08	3.24646892860712e-06
PCOLCE	-43.7112103660632	25.5696460552833	-6.30343470715237	1.63394646296046e-08	3.24646892860712e-06
LRRC4B	-6.4814902711209	1.27956775033223	-6.30291875695516	1.63754791178935e-08	3.24646892860712e-06
DST	-102.915843913277	44.2736197232943	-6.3005403331578	1.65425168336669e-08	3.24646892860712e-06
ADGRA2	-10.7773190890688	5.74896930987654	-6.27023321334975	1.88245346823742e-08	3.65459111494909e-06
PCDH18	-10.2238783333524	4.82223127542584	-6.25758514745469	1.98665881859218e-08	3.81586435847679e-06
SLC16A4	-4.44343989617987	3.18264343761914	-6.25280519527803	2.02750878552622e-08	3.84095550897299e-06
AHR	-18.9772471818976	10.2740310671336	-6.25110142773743	2.04226933736586e-08	3.84095550897299e-06
ADAMTS1	-59.7625878299031	10.0133771688086	-6.24823588008198	2.06733506680195e-08	3.84801387949579e-06
SPRY2	-49.1809908459589	11.0557869740741	-6.23614188219109	2.17652025470451e-08	4.00990542843774e-06
RASL12	-6.9541983316675	3.42479504615086	-6.22729368245281	2.25999697702659e-08	4.12164095153688e-06
FHL1	-72.2963056146131	33.7091285219618	-6.20229211947244	2.5133705605303e-08	4.53789054703746e-06
RFTN2	-8.5459294323996	1.96917090432192	-6.19486320887875	2.59393215513294e-08	4.63697475850744e-06
NR2F2	-25.1792299355298	17.4819324399962	-6.17284512416082	2.84800689032597e-08	5.04125141223876e-06
ITM2A	-52.554725655999	16.7940576590243	-6.15310715690565	3.09659581605349e-08	5.42806188920833e-06
LIX1L	-9.98967866696656	8.99811839506173	-6.13640809389588	3.32357396020258e-08	5.76991613956323e-06
RAB7B	-3.97805430870895	2.06974869061728	-6.12885333172847	3.43159010971707e-08	5.90070089818492e-06
ITGA4	-41.2210718591618	9.28637344320988	-6.12625981664304	3.46946581075184e-08	5.90954766161552e-06
HOXA3	-10.9012961497024	3.76113352642196	-6.08634919014131	4.10720143644223e-08	6.93042261074433e-06
PCDH7	-16.7969641430289	2.64086563802469	-6.07092823367708	4.38351469896294e-08	7.32818128609036e-06
GFI1B	21.5334469266821	3.86825032812459	6.06102442371957	4.57057446607938e-08	7.57080018211589e-06
APLNR	-10.0360762616651	3.11378238167284	-6.04037482311435	4.98632618303831e-08	8.1801415197545e-06
DHH	-0.805626116299295	0.213724879012346	-6.03821613823134	5.0318879286037e-08	8.1801415197545e-06
DKK2	-3.79788852128891	0.893020574195555	-6.03622111646742	5.07436084304904e-08	8.1801415197545e-06
PLAT	-26.6236459494437	10.9613799145583	-6.02966623447065	5.21641896176779e-08	8.33472958891305e-06
HOXA2	-4.38905689508922	1.15323108518519	-6.007243250529	5.73271950669251e-08	9.07932023625731e-06
ITGB5	-115.627716403066	28.9256533948233	-5.99979695113229	5.9150919236243e-08	9.28669432009014e-06
EFEMP2	-23.6818756679221	15.3967125228313	-5.99197734652349	6.11277443591506e-08	9.51432262417642e-06
STARD13	-16.1573223263418	4.05402906931308	-5.97651127060369	6.52316666393062e-08	1.00663054801083e-05
TCF7L1	-11.7399126503524	5.15804038765432	-5.96325762256481	6.89640931147757e-08	1.05520906880278e-05
FENDRR	-5.16268343228085	1.55576582393827	-5.95425239938895	7.16195862841642e-08	1.07117834838025e-05
GJC3	4.55003690017994	2.12422661481481	5.95226216121836	7.22199555624261e-08	1.07117834838025e-05
PTH1R	-2.95799576061508	1.14494177307729	-5.95188196503116	7.23352081987688e-08	1.07117834838025e-05
HAS2	-9.69813930224921	2.04533809012346	-5.95173132262169	7.23809241220663e-08	1.07117834838025e-05
KYNU	56.0484357544609	12.7110383641975	5.92412028016641	8.12602321082463e-08	1.19280771602796e-05
SEPT10	-30.4686050396162	25.3174993093244	-5.88609653464312	9.52703803496939e-08	1.38718283646268e-05
SLC5A4	-2.92266981369021	0.396096708641975	-5.87696523518445	9.89749375556415e-08	1.42959399805369e-05
TNFRSF19	-44.9342738181117	15.17863740237	-5.87455051406353	9.99781139935641e-08	1.43262289536016e-05
CMTM5	-2.89546460817385	0.461757699379119	-5.84731249230244	1.12012387782517e-07	1.59242807985303e-05
PCDH9	-7.74629278973808	1.51756566218597	-5.84538423923085	1.12916531745073e-07	1.59274060988851e-05
PKDCC	-17.0606945710008	9.01697267075418	-5.84127990241939	1.14865055769399e-07	1.60766556737714e-05
ZNF69	6.44322974490844	3.7780584038321	5.83736356962563	1.16755223087541e-07	1.62155042526581e-05
AXL	-8.49669065433498	5.04427242271605	-5.83457090878621	1.18121764533339e-07	1.6280064569843e-05
IGFBP4	-124.712935252662	67.2593851851852	-5.82007604629939	1.25471950620118e-07	1.71620914276229e-05
MEGF10	-18.8931848636183	2.61406432296354	-5.81700814361301	1.27084528960807e-07	1.72519636871231e-05
PRICKLE1	-5.28720128715667	2.51952910383341	-5.81071495879992	1.30456620421524e-07	1.75775692664972e-05
MMRN2	-9.15336121192417	5.23200006377152	-5.8085475373062	1.31638294662478e-07	1.75777092943616e-05
GCSAM	-8.02273495865779	2.20844377238191	-5.8056860287758	1.33214558098659e-07	1.75777092943616e-05
ADAMTS9	-10.3369272355057	3.45486924717609	-5.80539059537112	1.33378353549019e-07	1.75777092943616e-05
GAS7	-44.7665224160894	6.75774470503399	-5.79908428298142	1.36922459690969e-07	1.79140218095684e-05
EHD2	-14.5577066014792	8.78980706129302	-5.79732429770729	1.37928020773e-07	1.79157583817016e-05
CCDC115	23.7102419466787	28.255457362963	5.7770514046659	1.50048964106446e-07	1.93509574781563e-05
RBM38	88.0943078087795	67.0467106382716	5.77337147434548	1.52359072612526e-07	1.9509525219994e-05
MAP3K1	-22.509295397211	8.72475595061728	-5.76330561679057	1.58858570322994e-07	2.01985315998708e-05
PDE4A	-2.79090198107467	1.80609928211111	-5.75872741564392	1.61904371870563e-07	2.04418421966645e-05
TRIL	-12.9591852120258	3.97209790123457	-5.74102710070671	1.74230922906289e-07	2.18454118963406e-05
ZEB1	-16.4470808424899	9.758594247623	-5.73484708141376	1.7874885844939e-07	2.22573147538189e-05
BAAT	-1.03766019337266	0.377002642200412	-5.72871147964074	1.83348444285278e-07	2.26736723395253e-05
SEMA3A	-16.1843676894887	2.89975024567901	-5.72361913039833	1.87254334236699e-07	2.29991632968952e-05
SPRY4	-125.450051452227	15.8278442728395	-5.69883038536601	2.07469346199584e-07	2.53098584164425e-05
EPAS1	-74.7016750524966	32.2613170530864	-5.68873300047319	2.16306548759309e-07	2.62108371667739e-05
A2M	-368.50208478176	126.389508133086	-5.68573950160833	2.18996964308087e-07	2.63599346038834e-05
FAT4	-2.04664219452954	0.741282509894753	-5.68290638013044	2.21573578738125e-07	2.6431283568971e-05
EMP3	-35.6644893818281	31.0626202204532	-5.6806254408466	2.236696757337e-07	2.6431283568971e-05
ARHGEF40	-25.3861224036283	17.2062586741276	-5.67934987530832	2.24850372171992e-07	2.6431283568971e-05
WFDC1	-5.37589201521877	2.3210391674321	-5.67862996404816	2.25519447619024e-07	2.6431283568971e-05
MFAP4	-133.085566867511	31.5493855271273	-5.67714111835874	2.26909385388563e-07	2.6431283568971e-05
DDR2	-6.07482848958103	3.32491230370874	-5.67336987890119	2.30467945073666e-07	2.66737099250323e-05
ALDH1A3	-37.9574007484045	7.2877713031502	-5.66936857204048	2.34303680015974e-07	2.6944923201837e-05
SSFA2	-85.3645618351576	41.7487519684497	-5.65758426909542	2.45969221062189e-07	2.81074321916318e-05
ACVRL1	-11.3049897358214	7.73702201493929	-5.65604687731532	2.47532675220225e-07	2.81081915163595e-05
ADAMTS5	-10.4050945894287	1.47274273703704	-5.65271465333558	2.50955047035016e-07	2.83187085888576e-05
CYTH3	-14.7136373530339	10.6935737318547	-5.64874487311518	2.55093061772677e-07	2.86068647845074e-05
PLEKHA4	-18.7626778698876	8.28802677607481	-5.63487679110277	2.70082894987212e-07	3.01009053641612e-05
FOXD3	-15.5359545674014	2.93074065061728	-5.63270088173275	2.72512198111187e-07	3.01853235392484e-05
SYNPO2	-7.76452956302795	2.18299647064704	-5.62982815985107	2.75752425389087e-07	3.03579880512194e-05
BACH1	-28.8675588763469	17.4792032918552	-5.62787564556163	2.77976337070559e-07	3.04173500958118e-05
WWTR1	-47.3147515088312	15.1479403787259	-5.62499321220892	2.81291725273189e-07	3.05777279650317e-05
SCRG1	-18.5852217715774	1.72019497839506	-5.62366787518792	2.82829164783179e-07	3.05777279650317e-05
CD200	-62.3914307978843	27.7646671425579	-5.62010633189862	2.87001774853065e-07	3.08441490772148e-05
LGI4	-94.2743302782168	7.98020122443391	-5.60841762916813	3.01126143596517e-07	3.20172828259273e-05
ITGB3	-45.2462497392447	4.84410065442319	-5.60814444106567	3.01464307970514e-07	3.20172828259273e-05
GPR153	-15.5113717083671	5.9950668308642	-5.60562420438017	3.04601645709821e-07	3.21613024169054e-05
L1CAM	-65.8066941833977	23.3983342153008	-5.60143926957413	3.09882407576899e-07	3.25286445860518e-05
PTGIS	-6.65031527203478	2.82554248765432	-5.59994922760372	3.11784279890846e-07	3.25391050487238e-05
TMEM133	-4.16426988978857	2.42205524691358	-5.59793269306685	3.14376460751249e-07	3.26210747061138e-05
ANKRD50	-11.8473988621598	7.65721560241975	-5.58261895300057	3.34765889284289e-07	3.45382750344448e-05
EDN3	-82.3104003348549	7.0265209152809	-5.57824298054848	3.40827532933883e-07	3.47738636758164e-05
JAM2	-11.5701048777378	5.45831675259059	-5.57744402369288	3.41945854003592e-07	3.47738636758164e-05
INSC	-5.14619572706503	0.858265672298281	-5.57681607283218	3.42827346125467e-07	3.47738636758164e-05
VCAN	-256.657160958021	49.6999240018282	-5.56517556900378	3.59578519782071e-07	3.62692188528787e-05
RASGEF1C	-3.39305011354373	0.653261834027162	-5.55767823281773	3.70791051205804e-07	3.71641033490728e-05
MTUS1	-28.88821475504	22.2257316718898	-5.55579314186779	3.73663942429778e-07	3.71641033490728e-05
ZBTB47	-3.98182295464087	3.30810016666667	-5.55516526085908	3.74625688702922e-07	3.71641033490728e-05
MSRB3	-10.2748932010065	5.05825186799674	-5.55020684023267	3.82306676295036e-07	3.77188362869228e-05
SOX9	43.7556779022342	17.3805505555556	5.54697488266187	3.87396391000457e-07	3.80132708669199e-05
TGFB1I1	-15.3487524238288	11.6025961872171	-5.54360133575521	3.92780156939393e-07	3.83332201813013e-05
ARHGEF15	-4.69300701780332	2.23866873613	-5.53159932068004	4.12537102791104e-07	4.0036817220106e-05
AQP7	-11.5873381426587	1.44601093830953	-5.53033699939761	4.14670995301015e-07	4.0036817220106e-05
SPRED2	-18.2070600079052	15.1471061306173	-5.52735628450147	4.19752910889431e-07	4.02608121969267e-05
MMP17	-35.8761137170954	4.76261356692954	-5.52636834010312	4.21450761850964e-07	4.02608121969267e-05
LMOD1	-10.7804187188388	3.117437945958	-5.51865243143338	4.34945435026638e-07	4.13312622600313e-05
FERMT2	-31.1370940369137	26.2835880195221	-5.51538067656411	4.40794975673956e-07	4.16678182502266e-05
AC008522.1	-3.90123850799948	1.40571731487942	-5.51375432993519	4.4373141427777e-07	4.17269306499226e-05
NKAIN4	-21.4239557586232	2.74529147616394	-5.51208023780616	4.46774143843138e-07	4.1795373922735e-05
HOXC10	40.9647644005515	12.9016384624198	5.50483259187585	4.60185356873788e-07	4.28280753523518e-05
SLC26A4	-6.42632404296296	0.987395322592593	-5.50226650069806	4.65027938125623e-07	4.30568175531185e-05
FAM13C	-7.8321039737335	5.38798443155585	-5.50021475384694	4.68935883489061e-07	4.31971294714031e-05
ARSB	-5.17813327181403	4.72597806014284	-5.49755454720893	4.74050848043501e-07	4.34466399057127e-05
LOXL4	-19.5908854859049	3.9560927691358	-5.49567376206287	4.77700215649067e-07	4.35599868360803e-05
KANK3	-4.34209415156314	1.96894168479728	-5.49263310432795	4.8365862144574e-07	4.38816905035319e-05
TGFBI	-406.961351300367	90.8434122190228	-5.48747673061821	4.93930332390732e-07	4.44258708335847e-05
SOX5	-10.1839861289069	2.8885372491415	-5.48715530272724	4.94577681392995e-07	4.44258708335847e-05
FGD5	-5.87307572469511	3.15109689976379	-5.48427500609129	5.0041587552099e-07	4.47277655075815e-05
ARAP3	-12.4478932832923	5.42095925506531	-5.47725381081531	5.14932698750987e-07	4.57985708174831e-05
S100B	-47.2862062245164	7.32899649753086	-5.46646185868267	5.38056342325247e-07	4.72644796864127e-05
NES	-38.1877555320288	11.2433971765432	-5.46594686080586	5.39184959944695e-07	4.72644796864127e-05
SRPX	-10.0876266695727	3.5689866136151	-5.46590903410251	5.39267948789865e-07	4.72644796864127e-05
ST6GALNAC6	-19.5760691089307	20.4670105243361	-5.46032846389005	5.51649795468465e-07	4.81161210491939e-05
MYH11	-43.1197981309787	12.4899975208363	-5.45726746412675	5.58559551704324e-07	4.83192224162416e-05
FZD4	-5.29515707017544	3.82247712345679	-5.45692811708541	5.59330793962587e-07	4.83192224162416e-05
GTF3C5	97.9009542368377	86.3249397342546	5.44520509057473	5.86626013700783e-07	5.04358698922269e-05
KAZN	14.8063178022904	7.81550546181548	5.44366484626431	5.90308109852223e-07	5.05119095894877e-05
KANK2	-40.6549646244864	37.6137705679012	-5.44015959512699	5.98772571196471e-07	5.09429180634808e-05
LAMC1	-53.1580424414037	28.0457350150038	-5.4385646029522	6.02663509902375e-07	5.09429180634808e-05
LPAR4	-7.20353664511321	1.02192350012346	-5.43809667221288	6.0380971839296e-07	5.09429180634808e-05
HMGA2	-101.355581940985	7.96727072737479	-5.43558739220482	6.09992891792528e-07	5.10731189800187e-05
PNOC	37.4822674038211	7.4798494669884	5.43517683777854	6.11010451381004e-07	5.10731189800187e-05
ARL9	15.4765834196431	7.39749118024691	5.43023942456947	6.23379203585939e-07	5.18506529436205e-05
CDH19	-80.1643599607469	6.24784483183951	-5.4274251024435	6.30539079997341e-07	5.18506529436205e-05
CYBRD1	-30.3529496686062	16.8703050141904	-5.42695442297629	6.31744386979488e-07	5.18506529436205e-05
NDST3	-17.8175912020783	1.71403994160494	-5.42693284270407	6.31799703550069e-07	5.18506529436205e-05
COL20A1	-218.411382871029	16.3725183630741	-5.4237755602057	6.39944217334459e-07	5.2149630866449e-05
SPRY4-IT1	-19.0870754387164	1.91014327901235	-5.4232847642766	6.41219498884058e-07	5.2149630866449e-05
EXTL1	-1.16770713716899	0.411367846296296	-5.42072841520701	6.47902367550239e-07	5.24568486373075e-05
SYNC	-1.81253812869147	0.679291335265398	-5.41845661678182	6.53898731606846e-07	5.27059892819714e-05
P2RX6	-3.6784509416929	1.40787767772241	-5.41479731831304	6.63672160083909e-07	5.32560037791777e-05
UBE2QL1	29.9357552078722	12.6415557506173	5.40951476256356	6.78034554700247e-07	5.41250414476502e-05
CALML5	76.0469502227845	16.3508240493827	5.40644320998126	6.86525468919658e-07	5.41250414476502e-05
F2R	-25.2224641430049	16.4309747728395	-5.40593511090074	6.87940072642554e-07	5.41250414476502e-05
TRPM5	21.8361135474664	4.06608780903699	5.40581395503916	6.88277806278398e-07	5.41250414476502e-05
LINC00632	-3.51750476250562	0.488449069135802	-5.40537923396622	6.89490973855416e-07	5.41250414476502e-05
CLDN23	9.95126941437997	3.50320644444444	5.39824222642866	7.09710912699686e-07	5.5471127830272e-05
HEY2	-12.8067919315949	4.84297014321196	-5.39247705817726	7.26468401762207e-07	5.65361508354166e-05
ART3	38.5984910897122	7.0516576941	5.38693033189236	7.42957366710994e-07	5.75712242745365e-05
NREP	603.422209760563	261.959137483935	5.38410477040011	7.51497723808662e-07	5.79601567791563e-05
BCAR3	-9.11839866036437	7.42625972753086	-5.38233446619246	7.56897560102419e-07	5.79601567791563e-05
BCL2	30.1178146558405	21.4379477851852	5.38116593209892	7.60482708951661e-07	5.79601567791563e-05
TRIM58	4.18465438545809	1.12985850518519	5.38064169896026	7.62096506978476e-07	5.79601567791563e-05
SOX10	-72.8154124140197	5.56511459034511	-5.37928623808082	7.66284754654831e-07	5.79601567791563e-05
EGR1	-78.8900789787074	35.8820574938272	-5.37897883373465	7.67237744127298e-07	5.79601567791563e-05
GYPC	-22.6748478095204	13.7832430766039	-5.37315173898712	7.8552405280397e-07	5.90943198890653e-05
PODN	-18.8270652409904	6.95107187657129	-5.36656262014391	8.0671739375317e-07	6.04368570299314e-05
PHLDA3	-13.816060608472	10.3458087728395	-5.35413792552754	8.48218187183058e-07	6.32833858247526e-05
PRKCE	-4.87824288192827	4.53489891798815	-5.35123588615808	8.58209383452148e-07	6.37653103630804e-05
TBX4	-8.04872705912661	2.28272458706463	-5.34864917232933	8.67212262566003e-07	6.41701532812671e-05
LATS2	-3.23199999395711	2.1993233	-5.33366091391952	9.21231484541315e-07	6.73900070800825e-05
CHST4	1.10067041554329	0.415875292851147	5.33362279231217	9.21373002166607e-07	6.73900070800825e-05
CNN1	-16.9796582769475	6.82620089855487	-5.33250540282944	9.25530540267717e-07	6.73900070800825e-05
LSAMP	-19.1823416023044	9.14302912744781	-5.33247172084665	9.25656148206062e-07	6.73900070800825e-05
GSTM5	-2.88539992219673	0.905513668395062	-5.31585355537101	9.89713329035817e-07	7.17641532359103e-05
IL1RL2	0.880299723621136	0.289250777182059	5.31152830178947	1.00708662176328e-06	7.26817686777471e-05
NKIRAS1	-5.93697648880851	7.67586698958981	-5.31070692452296	1.01041949255688e-06	7.26817686777471e-05
FHDC1	-15.7518361311981	7.03073724722245	-5.30418214410911	1.03728199752747e-06	7.43179621641209e-05
LRRC55	-13.8980706734173	1.75713409234568	-5.29388337100334	1.08111368469477e-06	7.69395415768718e-05
C1QTNF1	-9.72355092719491	6.82495342080986	-5.29358848653833	1.082395101663e-06	7.69395415768718e-05
FOXF1	-3.93430481163593	1.72284900493827	-5.29189202001777	1.08979606345567e-06	7.71618350027142e-05
IL1RAP	-25.0810183449404	5.84065733662608	-5.28579672063228	1.11679902683213e-06	7.87648688650548e-05
AJ239322.1	-1.78052223979607	0.228889156790123	-5.27530406805905	1.1648277714811e-06	8.18325502493821e-05
MAML2	-4.5852749370405	2.60583111569867	-5.26964243112725	1.19157848574396e-06	8.32755807340114e-05
TGFBR2	-29.5985910689962	14.737244107945	-5.26901227039706	1.19459293326552e-06	8.32755807340114e-05
P2RY1	-2.06042678602489	1.01325243209877	-5.26046453986785	1.23622807454639e-06	8.58465303305194e-05
NGFR	-25.7844896417454	4.65614208950617	-5.2561429171201	1.25781641631903e-06	8.67111350682932e-05
