logFC	AveExpr	t	P.Value	adj.P.Val
ANGPT1	-6.27137412101879	2.24237310214921	-6.53697203824952	6.00191532299916e-09	2.70911452891875e-06
AHR	-21.7485308856013	10.2740310671336	-6.5206481886178	6.43909604717418e-09	2.83555802760317e-06
VIM	-567.865594647625	285.387301048505	-6.49039835133899	7.33430188051726e-09	3.15287667744617e-06
NEUROD4	43.0755544690103	9.26115967765432	6.4795792568657	7.6835576522939e-09	3.22620077702713e-06
CDC42EP1	-18.3879181371795	10.0762362530864	-6.44607881539227	8.87290910913222e-09	3.64091759012232e-06
PRDM8	32.9950672330394	6.7985573627207	6.3636275735547	1.26338685437131e-08	5.06898881237199e-06
CDC42EP5	-14.9772981416554	6.05622769506173	-6.35408512230576	1.31602433310741e-08	5.1653955074466e-06
GKAP1	59.6608337872245	32.6588082876543	6.31903902364722	1.52865186800472e-08	5.87229988868621e-06
PTGIS	-8.21915571192083	2.82554248765432	-6.2995071835829	1.66155996324398e-08	6.11074169480229e-06
OAF	-13.8077305980395	6.33142200782691	-6.29825087210516	1.67048990349548e-08	6.11074169480229e-06
PTX3	20.1569020051732	4.54139238888889	6.29521612757827	1.69225746186715e-08	6.11074169480229e-06
TCP10L	25.5065313877418	7.16351175185185	6.25006026201318	2.05134173182211e-08	7.26215195451925e-06
ALK	5.14295602676536	1.18898852766105	6.23762180138251	2.16285910305394e-08	7.50969636646902e-06
LRFN5	59.5015666766757	12.1876047418519	6.22716499727933	2.26123410477321e-08	7.70312863427932e-06
GYPE	-0.960785200753553	0.34498621374658	-6.19532278541988	2.58887508855745e-08	8.57971768213019e-06
MAMSTR	13.5023466742473	5.15031889941387	6.19308471983133	2.61359441992335e-08	8.57971768213019e-06
RTN4R	12.5415584524292	6.38095577407407	6.15650960558995	3.05226381969606e-08	9.8408255829665e-06
THSD7B	8.43173863968168	2.09284124640201	6.14486022218579	3.20670725781428e-08	1.01573858841819e-05
EDNRB	-33.4947063840799	6.42980765148123	-6.13818897240405	3.29860493774449e-08	1.02683296812029e-05
LINC00839	-6.91481253086472	1.39752781416557	-6.08162182235768	4.19002520391333e-08	1.26174250597639e-05
UNC5C	-2.14680214531093	0.578340426655696	-6.08145395343982	4.19299641974984e-08	1.26174250597639e-05
GAS2	125.61094152097	24.3346936362099	6.06320689611061	4.5286868103763e-08	1.340417055104e-05
CHRNA3	66.5775070569371	20.2281460561148	6.05721453036655	4.64461599551167e-08	1.35255712578973e-05
DLC1	-11.5730477374524	5.75368788969767	-6.05194813439268	4.74891762546696e-08	1.35404257035419e-05
PRL	19.1931408292727	3.3246474812437	6.04942486513571	4.79970780961884e-08	1.35404257035419e-05
ITM2A	-56.5011440890475	16.7940576590243	-6.02112244749582	5.40749113706089e-08	1.50203465353284e-05
SLC7A8	14.9455097311679	5.68384761279524	5.9878449821381	6.21986209094911e-08	1.70150924321343e-05
SYDE1	-4.97103886900739	2.57465946644189	-5.97041499930162	6.69230267060968e-08	1.80342574205758e-05
ATL1	27.1367796959064	24.9128875432099	5.9354168888848	7.75044607396227e-08	2.05785740978513e-05
GNG7	-4.05672094795322	1.14112005679012	-5.91485712618088	8.44734957908022e-08	2.20135968221538e-05
FRMD3	21.0770485013284	9.93369907805975	5.91239727137943	8.53476476073533e-08	2.20135968221538e-05
PPFIBP1	-49.1064965762836	15.4764389163457	-5.86854680468022	1.02515979089467e-07	2.60693803163425e-05
BAAT	-1.16697394849631	0.377002642200412	-5.8640878324937	1.0444187861631e-07	2.61902516446871e-05
SCARF2	-9.16485704457981	4.08613492985788	-5.85781576973757	1.07211411946833e-07	2.6516466338357e-05
RFTN2	-8.8724506729694	1.96917090432192	-5.85401086906003	1.08926695002672e-07	2.65500077703636e-05
MMP2	-141.565812649057	55.8668953694647	-5.85084242477916	1.10375687512124e-07	2.65500077703636e-05
CSGALNACT1	-9.17932665647862	4.6229964062032	-5.84785661136807	1.11758548354895e-07	2.65500077703636e-05
TMEM235	3.25382912184752	0.481508878578316	5.82440971842377	1.23228370635058e-07	2.87390079663995e-05
RASL12	-7.14377485816323	3.42479504615086	-5.82260791611705	1.24156334609757e-07	2.87390079663995e-05
DKK2	-4.01915594565358	0.893020574195555	-5.81427136134214	1.2854029338881e-07	2.93771518624679e-05
MEF2C	-20.1375733871425	9.53159202599652	-5.80601638384722	1.33031636053094e-07	3.00235773617326e-05
COL4A6	20.0500362192426	4.10952106415501	5.79972415027066	1.36558667960298e-07	3.04390956792985e-05
NTNG2	43.6111987544849	8.65523568839506	5.78383206181294	1.45882396665571e-07	3.21208130706936e-05
NEUROD2	5.11361730164418	1.03007579234568	5.74629673701119	1.70467533005806e-07	3.70818229930099e-05
COL24A1	-1.37345048832344	0.441767001864198	-5.74010750898597	1.74896000095112e-07	3.75922295442529e-05
GAS7	-48.546002158955	6.75774470503399	-5.72396599913647	1.86985700304929e-07	3.97179625765353e-05
GNG8	1017.77136116869	218.600410925926	5.63966628654834	2.6481048755089e-07	5.55948064271083e-05
TCEA3	64.4818052288716	29.3847655680137	5.63331476506027	2.71824656052735e-07	5.64114271842773e-05
NEUROG1	12.3763375067251	1.75328703827161	5.63024140458592	2.75283990188745e-07	5.64801413961113e-05
PCDH7	-17.0818959073594	2.64086563802469	-5.6195027381593	2.87714907801591e-07	5.83673332624463e-05
CPNE9	1.88194365696783	0.662616616914691	5.6157840428633	2.92147089426582e-07	5.86079522177438e-05
RD3	4.3607959474179	1.15728439111111	5.61009087009548	2.99063060964207e-07	5.93360831396567e-05
GRID2IP	2.27018288842375	0.828592864341082	5.60342512325018	3.0736542119029e-07	6.03204639085944e-05
UPP1	42.2658023767261	17.6374737039751	5.59486943292883	3.18354790022501e-07	6.12535005806534e-05
PALM3	5.51247996589699	2.02920023514815	5.59444877661239	3.18904960098666e-07	6.12535005806534e-05
ZBTB8A	7.2129624048583	7.93078945679012	5.58518665959517	3.31258578636311e-07	6.26911818788336e-05
CLVS1	10.0315398460595	3.75409075371292	5.58366370175141	3.33334448095709e-07	6.26911818788336e-05
CCDC177	1.87909221072425	0.709830007037037	5.55230567252017	3.79036696347156e-07	7.05516242530712e-05
MMP24	17.3952731787224	9.52883992716049	5.53876048285751	4.0063431744004e-07	7.38107408304074e-05
ADAMTS1	-58.125923304509	10.0133771688086	-5.53140423977538	4.12866170771506e-07	7.52959465987832e-05
ELFN2	8.14420251090447	1.54597764854641	5.52846281291484	4.17859248641978e-07	7.54444873423091e-05
PDE4A	-2.94043048545074	1.80609928211111	-5.52243187483936	4.28283157656026e-07	7.62191454194392e-05
SHOX2	32.4812115905308	9.82326281185185	5.52111513782498	4.30592790516909e-07	7.62191454194392e-05
EVX1	2.27852705796671	0.388994410617284	5.49594175875124	4.77178528235616e-07	8.36452264785829e-05
ITGA8	-5.19494120080971	1.65922762716049	-5.4856915997735	4.97536107721842e-07	8.61516993347392e-05
LINC00920	-3.37883105209177	0.814010044444444	-5.48269893331366	5.03639098652523e-07	8.61516993347392e-05
A2M	-390.255278579595	126.389508133086	-5.48066563253025	5.07827552549961e-07	8.61516993347392e-05
CDKN2C	259.224498974134	162.256144876543	5.47934612732643	5.10563934024763e-07	8.61516993347392e-05
EPHB2	16.9782246704099	9.50292071558443	5.47593655197435	5.17701962229589e-07	8.65473048894003e-05
GYPC	-24.9567275496913	13.7832430766039	-5.38282021393002	7.55412137120964e-07	0.000123918646202229
SEMA3C	-19.1905778898848	6.34838634217284	-5.38231876767628	7.56945614174168e-07	0.000123918646202229
DHH	-0.788729776698155	0.213724879012346	-5.38072587633044	7.61837149180142e-07	0.000123918646202229
ADRB1	-1.58759812493477	0.619803739382716	-5.36068753234412	8.26086745800249e-07	0.00013316960888771
PRICKLE2	-6.25135380218304	2.48356062192109	-5.35278116449215	8.52874979482965e-07	0.000136271307562522
TRIM62	9.27229647918267	6.62233472533421	5.34631930781001	8.75400487443353e-07	0.000138643471936752
EBF3	37.0576489334098	9.9376232482716	5.33615779720653	9.12008682950302e-07	0.000143185363223197
GATA6-AS1	-1.1277609517229	0.546792227901235	-5.32933049594954	9.37444318549103e-07	0.000145909975615552
ITGB5	-112.736133948837	28.9256533948233	-5.32445614274017	9.56028642305339e-07	0.00014753074475917
MXRA8	-41.209991613397	25.3044296076696	-5.30473815611955	1.03496585676881e-06	0.000158358546982719
ALDH1A3	-38.9511944177298	7.2877713031502	-5.295372535721	1.07466523100971e-06	0.000163051098704876
SLC5A4	-2.89066626041385	0.396096708641975	-5.29064757987497	1.09525655923552e-06	0.000164790476474978
AXL	-8.44694241273954	5.04427242271605	-5.27954092927312	1.14519508404872e-06	0.000170880142499997
SEMA6A	43.8165704258899	12.7867892211663	5.27377881799922	1.17197592687422e-06	0.000173442830817328
ABCB4	-3.12765997034548	0.668905833701345	-5.26678492039743	1.2053077619237e-06	0.000176135447980484
EMX1	6.38700340824501	2.37547952376195	5.26588134715302	1.20968128217004e-06	0.000176135447980484
ADAMTS2	27.9351789161943	9.30090561975309	5.26383465466306	1.21964540132415e-06	0.000176165581767261
HSPB6	-17.0140122835807	4.32192545555556	-5.25656358616766	1.25569886299736e-06	0.000179933674376328
CUX2	3.16759399669366	0.897479195308642	5.24754333817351	1.30188007433752e-06	0.000181737778147717
PDE7B	-10.8003208272008	1.75254055156259	-5.24729422796953	1.30317879253757e-06	0.000181737778147717
LBH	-51.0418692414309	38.2529923962971	-5.24617940384321	1.3090064237433e-06	0.000181737778147717
STON2	15.1905484088844	10.8256634876543	5.24198723908198	1.33115006109753e-06	0.000181737778147717
STK10	-15.3477171790186	8.98699168137913	-5.24182603228171	1.33200887007708e-06	0.000181737778147717
LAMB2	-44.2824305766758	37.2236186243783	-5.23962574854526	1.34378503764516e-06	0.000181737778147717
PRICKLE1	-5.23560427988078	2.51952910383341	-5.23730725957343	1.3563042644306e-06	0.000181737778147717
LINC00900	8.06195410830734	3.69997406866801	5.23724925823951	1.35661891744205e-06	0.000181737778147717
GPR3	3.27251238241116	1.90357100246914	5.23683262996994	1.3588811991106e-06	0.000181737778147717
MYO16	2.23887811753792	0.717669274458353	5.22818759969886	1.40666667374649e-06	0.000186745344077153
SPRY2	-45.197178177013	11.0557869740741	-5.21635988782148	1.47472130366061e-06	0.000194351044799943
IL13RA2	-3.35584609554206	0.713244190493827	-5.20776949005444	1.52616112630917e-06	0.000197158002552337
RUBCNL	-10.4543054357414	2.53532052613427	-5.20691225208297	1.53138976954374e-06	0.000197158002552337
LAMA4	-34.4507487393059	17.3704437778002	-5.20574616453629	1.538530395903e-06	0.000197158002552337
NEFL	70.1376252909396	10.8728786286099	5.20555571626178	1.53969971530765e-06	0.000197158002552337
FAM83G	10.5686392782411	4.83844225790123	5.2027888671407	1.55678622339783e-06	0.000197942079320056
FLJ20021	16.346063877193	12.7737853333333	5.1946386333279	1.60820424837186e-06	0.000203049844086391
ZEB2	-31.4210943469368	15.4872532952602	-5.18895248211133	1.64505836857667e-06	0.000204957836824815
RNF175	-14.4470276507757	2.02446127775344	-5.18880583031434	1.64601973633886e-06	0.000204957836824815
IGFBPL1	79.3471090102339	41.4255821049383	5.18084537003817	1.69903803580842e-06	0.000210110491346035
GJD2	1.4386040184233	0.326844153580247	5.1746825931146	1.74122869791179e-06	0.00021386315742039
CPAMD8	-5.46991919613797	2.5790944724154	-5.17044445294075	1.77083689295591e-06	0.000216030135826479
EXOC3L2	-2.59668092324072	1.57981931886962	-5.16187764741891	1.83219910659719e-06	0.000222015804494042
RAB2B	30.0202016705803	33.6461114333333	5.15865240081333	1.85583632199104e-06	0.000222419568065065
MMP15	-28.8827330584795	7.9084337654321	-5.15790025892564	1.86139141673307e-06	0.000222419568065065
GSTM5	-3.07498117473234	0.905513668395062	-5.15640434919985	1.87248819417834e-06	0.000222419568065065
TMEM63C	28.1906934574494	12.7125474393827	5.13489370827817	2.03940261272125e-06	0.000240662837729949
BTBD19	-8.42555032879693	2.8594960596099	-5.13121832063295	2.06934359256265e-06	0.000242610380283887
CNR1	41.4568832718996	8.5865627120615	5.11187905283815	2.23411687822904e-06	0.000260238582170486
HSPA2	74.7550514020243	24.7716933580247	5.10931066322167	2.25694372536898e-06	0.000261212301035493
ZBTB18	38.1793471246064	32.5087195802469	5.1027167012912	2.31659856672686e-06	0.000266408835173589
DRAXIN	7.75269010098965	3.17962465432099	5.1008970996514	2.33333013963816e-06	0.000266634656146627
BIRC7	-8.76198371452338	1.5913615937184	-5.09755715753811	2.36434977962385e-06	0.000268480096044709
CYP4V2	-9.62645911165092	7.46874484197531	-5.09252740235006	2.41182627787021e-06	0.000272159521543417
GCSAM	-7.72111039838039	2.20844377238191	-5.08567232767543	2.47803690082103e-06	0.000277894138163501
LGI4	-93.6923246678778	7.98020122443391	-5.07327514795891	2.60232150745502e-06	0.000290030338377162
MARVELD1	-12.6608459300945	10.9783599061728	-5.06641852397562	2.67365830442973e-06	0.000296152764947722
CFAP58	2.53627779994602	0.721636871851852	5.06073689120989	2.73421648017445e-06	0.000301013893594815
ATP2B2	5.02813070781147	1.33925778048872	5.05662744351384	2.77885133090488e-06	0.000304073701693864
TTYH1	-36.4856962562067	4.34209482574948	-5.05423993577413	2.80510972569645e-06	0.000305097928297888
TSHR	27.065964301284	5.36199654901933	5.05006515427595	2.85160927659619e-06	0.000306881419818385
SPSB4	27.578678970108	8.86509620493827	5.04971873633086	2.85550144167758e-06	0.000306881419818385
UMODL1	12.2171284869897	3.29394856600141	5.04789311643326	2.8760991028253e-06	0.000307228326683744
LRRC4B	-5.70061098939556	1.27956775033223	-5.04575028803144	2.90046107323104e-06	0.000307228326683744
LATS2	-3.35864458654971	2.1993233	-5.04493542952333	2.90977811481142e-06	0.000307228326683744
MSRB3	-10.2523293309315	5.05825186799674	-5.04071232139736	2.95853568579808e-06	0.00030904520042629
GALNT16	20.367717360168	8.42574673890593	5.04048183717925	2.96121958868724e-06	0.00030904520042629
THRSP	1.32121580278902	0.556002540740741	5.0364112819346	3.00901384590042e-06	0.000311650391163889
MCC	4.53656656759649	2.18739563692593	5.03542523869252	3.0207044283401e-06	0.000311650391163889
KANK3	-4.3712427042697	1.96894168479728	-5.03296356668045	3.05008429891358e-06	0.000312893591005027
STARD13	-14.9157802707732	4.05402906931308	-5.02182810799273	3.18651262941497e-06	0.000325042291096538
SCRG1	-18.1503288154521	1.72019497839506	-4.99889397660059	3.48655164779111e-06	0.000353649943825104
LGALS7B	502.85920521237	73.6591062012346	4.99723655333148	3.5092742638877e-06	0.000353966183432919
PHF21B	18.391973715371	7.8143502189108	4.9933216631494	3.56352197287433e-06	0.00035563712322322
ARHGEF15	-4.65302955898355	2.23866873613	-4.99197997660088	3.58230126830323e-06	0.00035563712322322
KCNJ4	4.09487639367971	1.09060954135802	4.99179253688476	3.58493250770568e-06	0.00035563712322322
PODN	-19.2287448371613	6.95107187657129	-4.98886810707701	3.62623044369026e-06	0.0003577682549772
SLC26A4	-6.39898223555555	0.987395322592593	-4.98686277165242	3.65481748214446e-06	0.000358628965435425
ADAMTS9	-9.74714975029484	3.45486924717609	-4.98258982170406	3.71646686871864e-06	0.000362707077376838
APLNR	-9.0899750110668	3.11378238167284	-4.97966511854793	3.75924846638508e-06	0.000364909844411735
KREMEN2	5.29500019094823	2.59501831071275	4.97789898000262	3.78531555545958e-06	0.000365475253228998
IL1RAP	-25.9421142331707	5.84065733662608	-4.97631852479561	3.80879172807319e-06	0.000365785822608305
EPHA3	-13.3875525452946	2.92656399419753	-4.97267070366282	3.86352099640734e-06	0.000369078685662087
CDH19	-80.4119031267868	6.24784483183951	-4.95530468026176	4.13478051809021e-06	0.000392912959232204
SLC22A17	64.2099706578766	32.4456765596254	4.95106400457929	4.20379547888568e-06	0.000397379724456968
SYTL4	29.3388543641345	10.7634659650451	4.94759644492199	4.2610632442299e-06	0.000400695296221723
SOX10	-73.5371457181213	5.56511459034511	-4.94476460543398	4.30839641667809e-06	0.000403047136285611
FOXI2	1.89570444527665	0.504767605555556	4.94004958285167	4.38834778199998e-06	0.000408410408268091
FANCF	12.9883573661718	13.1354572839506	4.93497929274567	4.47593986884009e-06	0.000414426124779015
TNS2	-31.3133244393685	19.6775962190033	-4.93355050059549	4.50092981243068e-06	0.000414613713078755
COL20A1	-218.030681397309	16.3725183630741	-4.92812330365891	4.59710031210568e-06	0.000421323076827757
ANKRD65	106.188735734368	50.2885463197531	4.92112505634865	4.7240754767913e-06	0.000428700809990071
VCL	-20.8819175190148	17.6696953303704	-4.91946497345037	4.75469452667317e-06	0.000428700809990071
TCF21	-4.30336244575798	0.911666538765432	-4.91878229548881	4.76734217361701e-06	0.000428700809990071
E2F7	24.4149882977764	16.7743297145206	4.91782632170167	4.78510824884006e-06	0.000428700809990071
SLC22A15	10.4035463812361	4.90090401853012	4.91722479282417	4.79632033331455e-06	0.000428700809990071
KBTBD12	16.5770969730661	6.4913903267838	4.91188613044533	4.89695960799883e-06	0.000435539929667088
BVES	18.4176306906101	6.8403214083469	4.90331357415946	5.06288821634003e-06	0.000446286267163042
SALL2	17.7425776610806	15.260456527468	4.90309338994998	5.06722153245215e-06	0.000446286267163042
SNX22	-13.9680966212111	5.76279248105621	-4.89621956370444	5.2043365231315e-06	0.000456137358859899
MMP16	-12.8848534038372	2.77837930012346	-4.89324188058256	5.26485136324001e-06	0.00045921203557149
NDST3	-17.6370533073774	1.71403994160494	-4.8895511830772	5.34081014073112e-06	0.00046359772639856
CA10	15.1908360716166	4.20194354296889	4.88549546833693	5.42551469435361e-06	0.000466664932210059
AKAP5	5.03775380881691	4.66376314320988	4.88538504501376	5.42783914506299e-06	0.000466664932210059
RAB26	54.3550077165349	15.3953980328829	4.88224330379173	5.49438254144739e-06	0.000470147283345178
LINC00632	-3.48612787019793	0.488449069135802	-4.87609658930199	5.62688227996458e-06	0.000478221630908033
VCAN	-246.920578685999	49.6999240018282	-4.87326785114817	5.68890158015133e-06	0.000478221630908033
HMGA2	-99.794883627675	7.96727072737479	-4.87129689194857	5.73250797677643e-06	0.000478221630908033
GRIN2D	6.45243136248313	1.83714944567901	4.87119589234867	5.73475129842641e-06	0.000478221630908033
AQP7	-11.21247864423	1.44601093830953	-4.87087581116963	5.74186634228135e-06	0.000478221630908033
EWSAT1	13.5715509060414	2.15314575308642	4.87061522986577	5.74766512916329e-06	0.000478221630908033
POSTN	-403.149270614137	124.171826314879	-4.8653315032025	5.86648520397188e-06	0.000485848246433585
MYH11	-42.2252123195131	12.4899975208363	-4.86416025271913	5.89314682741374e-06	0.000485848246433585
NTN3	4.7862636379892	1.57949350246914	4.8571042696397	6.05628336014977e-06	0.000495000644161283
GJA5	-8.51010267567223	3.703487912554	-4.85698858807747	6.05899431512842e-06	0.000495000644161283
GSG1L	2.83788534671457	0.845419552487954	4.85275653625883	6.15898862674796e-06	0.000500903331783488
HUNK	14.211097308274	7.25336139430864	4.84691949727559	6.29955010557066e-06	0.000509563728633807
SPRY4-IT1	-18.7376087287449	1.91014327901235	-4.84590278117751	6.32435143492768e-06	0.000509563728633807
KLF14	2.06219275755735	0.670054535802469	4.84375366167697	6.37708986915346e-06	0.000509563728633807
CEP85	34.763880691285	32.3157357129495	4.84370186348514	6.37836625152259e-06	0.000509563728633807
MMP17	-34.5218864608823	4.76261356692954	-4.84023522634311	6.46435779217481e-06	0.000514158501928265
INSC	-4.90424913242116	0.858265672298281	-4.83737836280039	6.53607233335922e-06	0.000517582394643863
EPB41L3	69.4759995855811	39.6447067198769	4.83339075041216	6.63746999573093e-06	0.000521303337876429
SOX8	-2.55629969453441	0.35709179691358	-4.83326053537484	6.64080685192903e-06	0.000521303337876429
SLC16A5	-4.28504712056688	2.85716920902948	-4.82947129863688	6.73862830610279e-06	0.000526692355267038
PCDH18	-8.63569007845371	4.82223127542584	-4.81089252824547	7.23894401925602e-06	0.000563358337360636
DUSP6	-56.3627510392893	26.7318693911395	-4.80901697575062	7.29141897214894e-06	0.000564418778570444
SSX2IP	38.0723749792971	35.5909742346825	4.80817514388608	7.31509245004065e-06	0.000564418778570444
GFRA1	18.6954992098276	4.18487815225885	4.80585919380789	7.38060735225903e-06	0.000567050492532072
TBC1D24	25.6253362601524	12.2805088164518	4.80248659764225	7.47703703992825e-06	0.00057202501591485
LGALS7	62.5630189042735	9.41604132222222	4.79659529130371	7.64843561257321e-06	0.000582668797405103
PTPRZ1	-64.9751215330686	9.48451986652559	-4.79478290049565	7.70193017840719e-06	0.000584278778870344
ITGB3	-42.4727086338316	4.84410065442319	-4.79163879996183	7.79559757860908e-06	0.000588910101597435
ASIC1	18.2087645412985	4.54737249974972	4.78780141711938	7.91142371580089e-06	0.000595169813286605
CERKL	41.7968179187111	17.4062965354277	4.77959632162947	8.16473652806686e-06	0.000611677668108909
TMEM150A	-4.6402921414571	5.0889965755232	-4.77142733704548	8.42477697335517e-06	0.000628551025842676
EFS	52.8329178345278	34.0544210147927	4.77017965183365	8.46519775628898e-06	0.000628967676912747
DDR2	-5.60412786280041	3.32491230370874	-4.76379018537005	8.67517363678962e-06	0.000641927295132117
ADCYAP1	99.9686192142889	47.3343250901312	4.76107287998661	8.76600153221595e-06	0.000646000643527179
S100B	-45.1887210963113	7.32899649753086	-4.7548783783859	8.97653302820403e-06	0.000658826438309853
FOXD2	3.62637298016194	1.80155822962963	4.7488700807684	9.18543618328602e-06	0.000671429353397688
FAM76A	10.798802904991	14.0079319321985	4.74639789694263	9.27275975907165e-06	0.000675079344556607
P2RY1	-2.04187480881691	1.01325243209877	-4.74497068502042	9.32353984669179e-06	0.000676050248722973
FBLN5	-21.4549328883914	7.33837350336511	-4.73973431541801	9.51217893044412e-06	0.000686969562356674
REP15	-1.56849926986055	0.467821654320988	-4.73606561926002	9.64655126571579e-06	0.000693898339053779
ADH1B	-70.8193118756213	11.8495716621216	-4.72921180223241	9.90255237902253e-06	0.000707063488464085
WISP2	-23.9279225080077	4.70912154159658	-4.7290705844658	9.90789601669419e-06	0.000707063488464085
MTCL1	55.1998320247416	29.5439280911701	4.71224414442968	1.05651044253992e-05	0.000749655703557927
HOXA2	-3.78200522899235	1.15323108518519	-4.71154826877132	1.05931782938206e-05	0.000749655703557927
CADPS	52.7319569680402	24.6384150096727	4.71065575124579	1.0629291615111e-05	0.000749655703557927
TFAP2C	22.2389220997751	9.72325083209877	4.70272859256898	1.09553446435593e-05	0.000769644932060167
RHCE	3.29898435075131	1.85263620377145	4.69129350768743	1.14428859784283e-05	0.000800780257133808
TPBGL	2.95211210633828	1.68649200283951	4.68918000602017	1.15352790025871e-05	0.00080412919842359
RGS16	50.8737988663968	38.1234766666667	4.68806268479454	1.15844162232313e-05	0.000804448595809389
TGFBR2	-28.9215574050805	14.737244107945	-4.68616266141873	1.16684428136394e-05	0.000805015512654711
KIF12	6.01030486996137	2.6347394621391	4.68586289370247	1.16817537698994e-05	0.000805015512654711
TBX22	-2.37503377588844	0.286094311111111	-4.68461643318811	1.17372604773781e-05	0.000805765163190345
FAT2	1.44543539868646	0.378837076419753	4.68169651410747	1.18682950817697e-05	0.000809918746813377
AJ239322.1	-1.73590611785875	0.228889156790123	-4.68127161932624	1.18874809141814e-05	0.000809918746813377
SEMA7A	-6.67536274198056	3.0860183587111	-4.67352025131547	1.22428303622447e-05	0.000830993617256876
PROS1	-17.2306184307017	8.95995612716049	-4.67080760093445	1.23696113346212e-05	0.000833254807267954
PLAT	-22.6553411077697	10.9613799145583	-4.67018259952513	1.23990024705505e-05	0.000833254807267954
CNTN3	-3.90296038939271	1.25023750567901	-4.66985157393005	1.24145966854101e-05	0.000833254807267954
SBSPON	23.926967922762	6.48636601604938	4.66785902550917	1.2508866969901e-05	0.000836472567190975
